scripts/gates/gate_artifact_map.sh	no	no	no test file references this detector
scripts/gates/gate_autofix_proposal.sh	no	yes	positive=- negative=tests/unit/test_gate_small_consolidated.bats
scripts/gates/gate_cmd_state.sh	yes	yes	positive=tests/unit/test_gate_cmd_state.bats negative=tests/unit/test_gate_cmd_state.bats
scripts/gates/gate_codd_regression.sh	no	no	no test file references this detector
scripts/gates/gate_codex_hooks_no_stop.sh	yes	yes	positive=tests/unit/test_gate_codex_hooks_no_stop.bats negative=tests/unit/test_gate_codex_hooks_no_stop.bats
scripts/gates/gate_codex_safe_write.sh	no	no	no test file references this detector
scripts/gates/gate_context_freshness.sh	yes	yes	positive=tests/unit/test_cmd_complete_gate_context_freshness_block.bats,tests/unit/test_cmd_complete_wrapper.bats,tests/unit/test_gate_context_freshness.bats negative=tests/unit/test_cmd_complete_gate_context_freshness_block.bats,tests/unit/test_cmd_complete_wrapper.bats,tests/unit/test_gate_context_freshness.bats
scripts/gates/gate_cycle_health.sh	no	no	no test file references this detector
scripts/gates/gate_daemon.py	no	no	no test file references this detector
scripts/gates/gate_dc_duplicate.sh	yes	yes	positive=tests/unit/test_cmd_complete_gate.bats negative=tests/helpers/cmd_gate_scaffold.bash,tests/unit/test_cmd_complete_gate.bats
scripts/gates/gate_design_cmd_handoff.sh	no	no	no test file references this detector
scripts/gates/gate_diagnose_check.sh	yes	yes	positive=tests/test_gate_report_format.bats negative=tests/test_gate_report_format.bats
scripts/gates/gate_enforcement_audit.sh	no	no	no test file references this detector
scripts/gates/gate_field_get.sh	no	no	no test file references this detector
scripts/gates/gate_fp_relaxation_proposal.py	no	yes	positive=- negative=tests/unit/test_gate_small_consolidated.bats
scripts/gates/gate_gunshi_accuracy.sh	no	no	no test file references this detector
scripts/gates/gate_gunshi_cs_checklist.sh	yes	no	positive=tests/unit/test_gate_gunshi_cs_checklist.bats negative=-
scripts/gates/gate_gunshi_observations.sh	no	no	no test file references this detector
scripts/gates/gate_gunshi_report_precheck.sh	yes	yes	positive=tests/unit/test_defense_overhead_writer.bats,tests/unit/test_deploy_task_nocode_commit_contract.bats,tests/unit/test_gate_gunshi_report_precheck.bats,tests/unit/test_gate_gunshi_report_precheck_direct_hash.bats,tests/unit/test_gate_hot_path_no_sync_io.bats negative=tests/unit/test_defense_overhead_writer.bats,tests/unit/test_deploy_task_nocode_commit_contract.bats,tests/unit/test_gate_gunshi_report_precheck.bats,tests/unit/test_gate_gunshi_report_precheck_cache.bats,tests/unit/test_gate_gunshi_report_precheck_direct_hash.bats,tests/unit/test_gate_hot_path_no_sync_io.bats
scripts/gates/gate_gunshi_report_precheck_engine.py	yes	yes	positive=tests/unit/test_gate_gunshi_report_precheck.bats negative=tests/unit/test_gate_gunshi_report_precheck.bats
scripts/gates/gate_gunshi_startup.sh	no	yes	positive=- negative=tests/unit/test_gate_small_consolidated.bats
scripts/gates/gate_hooks_no_runtime_incident_ids.sh	yes	yes	positive=tests/unit/test_gate_single_check_consolidated.bats negative=tests/unit/test_gate_single_check_consolidated.bats
scripts/gates/gate_hot_path_no_sync_io.sh	yes	yes	positive=tests/unit/test_gate_hot_path_no_sync_io.bats negative=tests/unit/test_gate_hot_path_no_sync_io.bats
scripts/gates/gate_immunity_depth.sh	no	no	no test file references this detector
scripts/gates/gate_karo_startup.sh	yes	yes	positive=tests/unit/test_gate_karo_startup.bats negative=tests/unit/test_disk_space_watch.bats,tests/unit/test_escalation_decision_ledger.bats,tests/unit/test_gate_karo_startup.bats
scripts/gates/gate_knowledge_freshness.sh	yes	yes	positive=tests/unit/test_gate_knowledge_freshness.bats negative=tests/unit/test_gate_small_consolidated.bats
scripts/gates/gate_lesson_enforcement_level.sh	yes	yes	positive=tests/unit/test_loop_ledger_promotion.bats negative=tests/unit/test_ninja_monitor_training_auto.bats
scripts/gates/gate_lesson_health.sh	yes	yes	positive=tests/unit/test_ninja_monitor_stall.bats negative=tests/unit/test_ninja_monitor_stall.bats
scripts/gates/gate_loop_health.sh	yes	yes	positive=tests/unit/test_ninja_monitor_stall.bats negative=tests/unit/test_ninja_monitor_stall.bats
scripts/gates/gate_mcp_access.sh	yes	yes	positive=tests/unit/test_gate_mcp_access.bats negative=tests/unit/test_gate_mcp_access.bats
scripts/gates/gate_memory_db_live_insert_async.sh	no	no	no test file references this detector
scripts/gates/gate_ninja_workaround_rate.sh	no	yes	positive=- negative=tests/unit/test_gate_small_consolidated.bats
scripts/gates/gate_no_direct_yaml_dump.sh	yes	yes	positive=tests/unit/test_gate_single_check_consolidated.bats negative=tests/unit/test_gate_single_check_consolidated.bats
scripts/gates/gate_no_hardcoded_ninja_list.sh	no	no	no test file references this detector
scripts/gates/gate_p_average_freshness.sh	no	no	positive=- negative=-
scripts/gates/gate_pd_sync.sh	yes	yes	positive=tests/unit/test_pending_decision_write.bats negative=tests/unit/test_pending_decision_write.bats
scripts/gates/gate_queue_yaml_parse.sh	yes	yes	positive=tests/unit/test_gate_queue_yaml_parse.bats negative=tests/unit/test_gate_queue_yaml_parse.bats
scripts/gates/gate_queue_yaml_reader_migration.sh	yes	yes	positive=tests/unit/test_gate_queue_yaml_reader_migration.bats negative=tests/unit/test_gate_queue_yaml_reader_migration.bats
scripts/gates/gate_recalculate_completeness.sh	no	no	no test file references this detector
scripts/gates/gate_report_autofix.sh	yes	yes	positive=tests/test_gate_report_format.bats,tests/unit/test_cmd_complete_gate.bats,tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_inbox_write.bats,tests/unit/test_skill_feedback_loop.bats negative=tests/test_gate_report_format.bats,tests/unit/test_cmd_complete_gate.bats,tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_cmd_3630_env_info.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_inbox_write.bats,tests/unit/test_skill_feedback_loop.bats
scripts/gates/gate_report_autofix_main.py	yes	yes	positive=tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_skill_feedback_loop.bats negative=tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_cmd_3630_env_info.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_skill_feedback_loop.bats
scripts/gates/gate_report_format.sh	yes	yes	positive=tests/test_gate_report_format.bats,tests/unit/test_cmd_complete_gate.bats,tests/unit/test_deploy_task_ac_handling.bats,tests/unit/test_gate_hot_path_no_sync_io.bats,tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_gate_report_format_singleflight.bats,tests/unit/test_inbox_write.bats,tests/unit/test_ninja_done.bats,tests/unit/test_ninja_monitor_stall.bats,tests/unit/test_report_commit_identity.bats,tests/unit/test_report_field_set_batch_throughput.bats,tests/unit/test_skill_feedback_loop.bats,tests/unit/test_write_edit_combined_hooks.bats negative=tests/test_gate_report_format.bats,tests/unit/test_cmd_complete_gate.bats,tests/unit/test_deploy_task_ac_handling.bats,tests/unit/test_gate_hot_path_no_sync_io.bats,tests/unit/test_gate_report_autofix.bats,tests/unit/test_gate_report_format_cmd_3630_env_info.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_gate_report_format_singleflight.bats,tests/unit/test_gate_small_consolidated.bats,tests/unit/test_inbox_write.bats,tests/unit/test_ninja_done.bats,tests/unit/test_ninja_monitor.bats,tests/unit/test_ninja_monitor_stall.bats,tests/unit/test_ninja_monitor_training_auto.bats,tests/unit/test_report_commit_identity.bats,tests/unit/test_report_field_set_batch_throughput.bats,tests/unit/test_skill_feedback_loop.bats,tests/unit/test_write_edit_combined_hooks.bats
scripts/gates/gate_report_format_combined.py	yes	yes	positive=tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_skill_feedback_loop.bats negative=tests/unit/test_gate_report_format_cmd_3630_env_info.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_skill_feedback_loop.bats
scripts/gates/gate_report_format_main.py	yes	yes	positive=tests/test_gate_report_format.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_report_commit_identity.bats,tests/unit/test_skill_feedback_loop.bats negative=tests/test_gate_report_format.bats,tests/unit/test_gate_report_format_cmd_3630_env_info.bats,tests/unit/test_gate_report_format_pass_no_improvement.bats,tests/unit/test_report_commit_identity.bats,tests/unit/test_skill_feedback_loop.bats
scripts/gates/gate_set_e_short_circuit.sh	yes	yes	positive=tests/unit/test_gate_set_e_short_circuit.bats negative=tests/unit/test_gate_set_e_short_circuit.bats
scripts/gates/gate_shogun_memory.sh	no	no	no test file references this detector
scripts/gates/gate_shogun_startup.sh	yes	yes	positive=tests/unit/test_gate_shogun_startup.bats,tests/unit/test_heavy_job_admission.bats negative=tests/unit/test_disk_space_watch.bats,tests/unit/test_gate_shogun_startup.bats,tests/unit/test_heavy_job_admission.bats
scripts/gates/gate_silent_fallback.sh	no	no	no test file references this detector
scripts/gates/gate_skill_health.sh	no	no	no test file references this detector
scripts/gates/gate_skill_quality.sh	no	yes	positive=- negative=tests/unit/test_gate_small_consolidated.bats
